[2025-02-19 14:01:46] info: 	z2m: Logging to console, file (filename: log.log)
[2025-02-19 14:03:14] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0xa4c138d142fa6125', payload '{"humidity":20.25,"linkquality":40,"temperature":22.99}'
[2025-02-19 14:03:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0xa4c138d142fa6125', payload '{"humidity":20.25,"linkquality":40,"temperature":22.99}'
[2025-02-19 14:03:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0xa4c138d142fa6125', payload '{"humidity":20.33,"linkquality":40,"temperature":22.99}'
[2025-02-19 14:03:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0xa4c138d142fa6125', payload '{"humidity":20.33,"linkquality":40,"temperature":22.99}'
[2025-02-19 14:03:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0xa4c138d142fa6125', payload '{"humidity":20.21,"linkquality":40,"temperature":22.99}'
[2025-02-19 14:03:28] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0xa4c138d142fa6125', payload '{"humidity":20.21,"linkquality":32,"temperature":22.99}'
[2025-02-19 14:03:28] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0xa4c138d142fa6125', payload '{"humidity":20.03,"linkquality":36,"temperature":22.99}'
[2025-02-19 14:03:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0xa4c138d142fa6125', payload ''
[2025-02-19 14:03:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":20.03,"linkquality":36,"temperature":22.99}'
[2025-02-19 14:03:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/device/rename', payload '{"data":{"from":"0xa4c138d142fa6125","homeassistant_rename":false,"to":"Temperature Office"},"status":"ok","transaction":"xv67m-2"}'
[2025-02-19 14:03:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":20.03,"linkquality":40,"temperature":22.99}'
[2025-02-19 14:03:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.9,"linkquality":43,"temperature":22.99}'
[2025-02-19 14:03:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.9,"linkquality":43,"temperature":22.99}'
[2025-02-19 14:03:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.79,"linkquality":47,"temperature":22.99}'
[2025-02-19 14:03:43] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.79,"linkquality":43,"temperature":22.99}'
[2025-02-19 14:03:43] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.73,"linkquality":43,"temperature":22.99}'
[2025-02-19 14:03:48] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.73,"linkquality":40,"temperature":22.99}'
[2025-02-19 14:03:48] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.65,"linkquality":43,"temperature":22.99}'
[2025-02-19 14:03:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.65,"linkquality":40,"temperature":22.99}'
[2025-02-19 14:03:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.59,"linkquality":40,"temperature":22.99}'
[2025-02-19 14:03:58] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.59,"linkquality":40,"temperature":23.02}'
[2025-02-19 14:03:58] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.52,"linkquality":40,"temperature":23.02}'
[2025-02-19 14:04:03] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.52,"linkquality":47,"temperature":23.02}'
[2025-02-19 14:04:03] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.43,"linkquality":43,"temperature":23.02}'
[2025-02-19 14:04:08] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.43,"linkquality":43,"temperature":23.02}'
[2025-02-19 14:04:08] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.37,"linkquality":43,"temperature":23.02}'
[2025-02-19 14:04:13] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.37,"linkquality":43,"temperature":23.02}'
[2025-02-19 14:04:13] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Temperature Office', payload '{"humidity":19.32,"linkquality":43,"temperature":23.02}'
[2025-02-19 14:09:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"offline"}'
[2025-02-19 14:09:01] info: 	z2m: Disconnecting from MQTT server
[2025-02-19 14:09:01] info: 	z2m: Stopping zigbee-herdsman...
[2025-02-19 14:09:11] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2025-02-19 14:09:11] info: 	zh:zstack:znp: closing
[2025-02-19 14:09:11] info: 	zh:zstack:znp: Port closed
[2025-02-19 14:09:11] info: 	z2m: Stopped zigbee-herdsman
[2025-02-19 14:09:11] info: 	z2m: Stopped Zigbee2MQTT
